Quiz_ID,Total_Marks,Avg_Response_Time,Total_Time_Spent,Topic_1_Marks,Topic_2_Marks,Topic_3_Marks,Topic_4_Marks,Topic_5_Marks,Topic_6_Marks,Topic_7_Marks,Topic_8_Marks,Topic_9_Marks,Topic_10_Marks,Topic_1_Strength,Topic_2_Strength,Topic_3_Strength,Topic_4_Strength,Topic_5_Strength,Topic_6_Strength,Topic_7_Strength,Topic_8_Strength,Topic_9_Strength,Topic_10_Strength
2,24,27,1350,4,2,2,0,0,5,4,1,4,2,1,0,0,0,0,1,1,0,1,0
3,23,20,1000,0,1,2,0,2,5,2,3,4,4,0,0,0,0,0,1,0,1,1,1
2,30,27,1350,4,5,2,2,2,2,1,3,4,5,1,1,0,0,0,0,0,1,1,1
3,28,9,450,3,5,0,1,5,4,3,3,2,2,1,1,0,0,1,1,1,1,0,0
2,22,22,1100,2,3,0,2,1,0,4,4,1,5,0,1,0,0,0,0,1,1,0,1
2,22,8,400,3,4,3,0,3,0,1,4,0,4,1,1,1,0,1,0,0,1,0,1
2,35,27,1350,4,4,5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,0,0,0
2,29,19,950,4,4,2,3,3,5,2,0,3,3,1,1,0,1,1,1,0,0,1,1
3,28,17,850,5,0,4,1,0,5,4,1,4,4,1,0,1,0,0,1,1,0,1,1
3,36,18,900,3,4,5,3,5,5,3,5,1,2,1,1,1,1,1,1,1,1,0,0
2,25,26,1300,3,4,3,4,0,1,1,3,5,1,1,1,1,1,0,0,0,1,1,0
2,12,13,650,3,0,0,1,0,3,3,1,1,0,1,0,0,0,0,1,1,0,0,0
3,24,12,600,0,3,2,3,4,1,2,2,5,2,0,1,0,1,1,0,0,0,1,0
2,22,18,900,4,1,0,0,4,2,3,3,0,5,1,0,0,0,1,0,1,1,0,1
2,27,25,1250,1,5,5,2,2,3,0,1,3,5,0,1,1,0,0,1,0,0,1,1
2,25,11,550,0,2,1,3,2,4,4,0,4,5,0,0,0,1,0,1,1,0,1,1
1,16,7,350,0,5,0,5,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,0
2,34,8,400,0,4,0,4,5,5,5,2,4,5,0,1,0,1,1,1,1,0,1,1
1,22,27,1350,5,4,3,0,3,0,1,1,0,5,1,1,1,0,1,0,0,0,0,1
2,23,21,1050,1,5,1,4,2,0,4,2,0,4,0,1,0,1,0,0,1,0,0,1
3,34,13,650,3,5,5,5,1,0,4,2,4,5,1,1,1,1,0,0,1,0,1,1
1,27,27,1350,5,4,4,5,0,3,0,2,3,1,1,1,1,1,0,1,0,0,1,0
1,24,29,1450,4,0,4,2,5,0,0,4,2,3,1,0,1,0,1,0,0,1,0,1
2,18,27,1350,2,0,4,4,3,0,1,0,2,2,0,0,1,1,1,0,0,0,0,0
2,32,15,750,5,0,2,5,4,5,5,4,1,1,1,0,0,1,1,1,1,1,0,0
1,22,25,1250,2,2,4,3,0,1,3,5,1,1,0,0,1,1,0,0,1,1,0,0
3,29,5,250,4,1,2,5,2,0,5,4,3,3,1,0,0,1,0,0,1,1,1,1
3,31,16,800,1,4,5,5,4,1,4,0,2,5,0,1,1,1,1,0,1,0,0,1
2,26,11,550,2,3,5,3,4,2,0,2,1,4,0,1,1,1,1,0,0,0,0,1
3,20,13,650,0,5,0,0,4,3,0,1,2,5,0,1,0,0,1,1,0,0,0,1
3,31,7,350,5,5,4,2,5,1,0,2,2,5,1,1,1,0,1,0,0,0,0,1
2,26,15,750,2,4,3,2,0,5,3,2,2,3,0,1,1,0,0,1,1,0,0,1
3,29,25,1250,4,4,5,1,3,3,1,4,1,3,1,1,1,0,1,1,0,1,0,1
2,19,14,700,0,4,1,1,0,3,5,1,1,3,0,1,0,0,0,1,1,0,0,1
1,25,23,1150,2,5,1,3,1,4,1,0,3,5,0,1,0,1,0,1,0,0,1,1
2,24,5,250,4,4,5,5,2,1,0,3,0,0,1,1,1,1,0,0,0,1,0,0
1,24,18,900,1,5,0,4,5,0,3,0,1,5,0,1,0,1,1,0,1,0,0,1
1,29,12,600,4,1,1,5,3,5,3,1,4,2,1,0,0,1,1,1,1,0,1,0
3,24,11,550,1,3,1,5,5,5,1,0,0,3,0,1,0,1,1,1,0,0,0,1
3,23,14,700,0,0,0,4,3,4,4,4,2,2,0,0,0,1,1,1,1,1,0,0
3,19,28,1400,4,3,0,0,2,1,0,1,3,5,1,1,0,0,0,0,0,0,1,1
2,30,16,800,3,4,0,2,1,5,3,3,4,5,1,1,0,0,0,1,1,1,1,1
3,34,23,1150,5,3,3,3,4,1,4,3,5,3,1,1,1,1,1,0,1,1,1,1
1,26,25,1250,3,4,0,4,2,2,2,1,4,4,1,1,0,1,0,0,0,0,1,1
3,20,11,550,3,3,0,1,4,0,5,0,0,4,1,1,0,0,1,0,1,0,0,1
3,21,13,650,3,2,0,3,2,2,0,3,3,3,1,0,0,1,0,0,0,1,1,1
2,32,26,1300,5,3,5,0,0,3,5,5,5,1,1,1,1,0,0,1,1,1,1,0
2,20,23,1150,3,0,4,3,5,0,2,1,0,2,1,0,1,1,1,0,0,0,0,0
1,24,11,550,1,0,5,4,1,2,1,1,5,4,0,0,1,1,0,0,0,0,1,1
2,21,20,1000,4,3,4,0,5,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0
3,27,11,550,0,5,3,5,1,0,5,2,5,1,0,1,1,1,0,0,1,0,1,0
2,22,16,800,3,5,3,1,2,1,1,0,2,4,1,1,1,0,0,0,0,0,0,1
1,26,7,350,3,5,1,1,1,3,5,1,5,1,1,1,0,0,0,1,1,0,1,0
3,32,9,450,0,3,5,4,4,4,3,1,3,5,0,1,1,1,1,1,1,0,1,1
1,23,10,500,0,5,4,0,1,5,3,2,1,2,0,1,1,0,0,1,1,0,0,0
2,28,21,1050,3,1,3,1,1,4,4,4,2,5,1,0,1,0,0,1,1,1,0,1
2,27,21,1050,1,3,3,0,5,4,2,2,2,5,0,1,1,0,1,1,0,0,0,1
1,16,8,400,0,0,5,3,1,3,1,1,1,1,0,0,1,1,0,1,0,0,0,0
3,19,14,700,4,5,1,2,3,0,1,0,3,0,1,1,0,0,1,0,0,0,1,0
2,20,27,1350,4,2,0,2,2,0,3,2,4,1,1,0,0,0,0,0,1,0,1,0
2,19,27,1350,1,5,2,2,0,0,3,1,0,5,0,1,0,0,0,0,1,0,0,1
3,26,12,600,5,0,1,1,0,4,3,5,3,4,1,0,0,0,0,1,1,1,1,1
2,18,18,900,2,1,2,4,3,1,0,0,5,0,0,0,0,1,1,0,0,0,1,0
1,27,15,750,1,3,1,2,5,2,2,2,4,5,0,1,0,0,1,0,0,0,1,1
2,32,10,500,3,5,1,5,3,4,2,3,4,2,1,1,0,1,1,1,0,1,1,0
2,20,17,850,2,2,0,4,0,3,0,0,5,4,0,0,0,1,0,1,0,0,1,1
3,24,19,950,3,0,3,2,4,0,1,5,4,2,1,0,1,0,1,0,0,1,1,0
1,26,27,1350,4,2,4,3,0,2,5,1,0,5,1,0,1,1,0,0,1,0,0,1
3,15,16,800,0,4,1,2,0,0,5,0,0,3,0,1,0,0,0,0,1,0,0,1
2,17,26,1300,3,0,0,4,2,0,4,0,0,4,1,0,0,1,0,0,1,0,0,1
2,21,25,1250,4,4,2,1,0,0,4,1,4,1,1,1,0,0,0,0,1,0,1,0
3,25,26,1300,1,2,5,5,0,5,1,3,1,2,0,0,1,1,0,1,0,1,0,0
3,21,14,700,3,3,5,3,1,1,4,0,0,1,1,1,1,1,0,0,1,0,0,0
3,32,16,800,4,3,3,4,3,2,3,1,4,5,1,1,1,1,1,0,1,0,1,1
1,17,8,400,0,3,5,0,0,4,2,0,3,0,0,1,1,0,0,1,0,0,1,0
2,26,27,1350,3,4,1,2,0,1,5,4,4,2,1,1,0,0,0,0,1,1,1,0
3,30,28,1400,5,3,2,3,4,5,3,3,0,2,1,1,0,1,1,1,1,1,0,0
2,19,12,600,4,1,1,1,0,3,4,5,0,0,1,0,0,0,0,1,1,1,0,0
1,23,24,1200,3,0,5,0,2,5,4,4,0,0,1,0,1,0,0,1,1,1,0,0
1,17,7,350,0,0,4,2,5,3,2,0,1,0,0,0,1,0,1,1,0,0,0,0
1,37,11,550,3,2,5,3,4,5,5,3,2,5,1,0,1,1,1,1,1,1,0,1
1,30,27,1350,3,5,4,5,0,4,3,1,5,0,1,1,1,1,0,1,1,0,1,0
2,39,7,350,5,4,5,4,5,2,2,4,5,3,1,1,1,1,1,0,0,1,1,1
1,26,5,250,4,0,3,2,2,4,5,3,1,2,1,0,1,0,0,1,1,1,0,0
1,30,23,1150,2,4,2,3,3,1,4,3,3,5,0,1,0,1,1,0,1,1,1,1
3,23,18,900,3,2,4,2,0,2,5,0,0,5,1,0,1,0,0,0,1,0,0,1
1,28,7,350,2,3,0,5,3,3,2,5,2,3,0,1,0,1,1,1,0,1,0,1
3,26,26,1300,1,5,3,3,0,2,2,4,3,3,0,1,1,1,0,0,0,1,1,1
1,30,6,300,3,2,1,4,4,2,4,5,4,1,1,0,0,1,1,0,1,1,1,0
1,26,8,400,2,1,5,2,4,2,2,1,5,2,0,0,1,0,1,0,0,0,1,0
3,27,9,450,1,3,2,3,5,4,3,2,2,2,0,1,0,1,1,1,1,0,0,0
1,22,10,500,5,3,2,0,2,0,4,0,1,5,1,1,0,0,0,0,1,0,0,1
2,24,13,650,4,3,5,1,1,1,2,5,0,2,1,1,1,0,0,0,0,1,0,0
2,25,14,700,3,2,0,5,5,2,1,3,2,2,1,0,0,1,1,0,0,1,0,0
1,29,9,450,4,1,4,3,5,2,3,4,3,0,1,0,1,1,1,0,1,1,1,0
2,30,22,1100,1,5,5,3,2,4,3,2,1,4,0,1,1,1,0,1,1,0,0,1
3,26,11,550,4,4,2,3,0,1,3,5,3,1,1,1,0,1,0,0,1,1,1,0
1,24,14,700,4,2,0,2,3,1,5,3,3,1,1,0,0,0,1,0,1,1,1,0
1,20,15,750,0,0,0,5,3,3,0,4,5,0,0,0,0,1,1,1,0,1,1,0
3,15,21,1050,1,0,1,1,0,1,4,4,0,3,0,0,0,0,0,0,1,1,0,1
3,21,12,600,4,2,0,5,1,1,0,2,2,4,1,0,0,1,0,0,0,0,0,1
3,23,11,550,2,4,3,2,1,2,2,3,3,1,0,1,1,0,0,0,0,1,1,0
1,17,18,900,1,0,2,3,1,0,4,2,1,3,0,0,0,1,0,0,1,0,0,1
3,25,15,750,0,4,3,5,0,2,5,1,3,2,0,1,1,1,0,0,1,0,1,0
3,29,12,600,3,3,0,3,4,5,3,0,3,5,1,1,0,1,1,1,1,0,1,1
2,25,5,250,5,2,0,1,5,4,3,0,1,4,1,0,0,0,1,1,1,0,0,1
2,29,10,500,4,3,3,0,4,1,5,1,4,4,1,1,1,0,1,0,1,0,1,1
1,19,18,900,2,0,1,2,0,0,3,3,3,5,0,0,0,0,0,0,1,1,1,1
2,18,9,450,0,4,0,0,4,2,3,2,1,2,0,1,0,0,1,0,1,0,0,0
2,21,20,1000,1,3,3,5,1,5,2,0,0,1,0,1,1,1,0,1,0,0,0,0
3,26,17,850,5,0,3,3,4,3,1,1,2,4,1,0,1,1,1,1,0,0,0,1
3,25,20,1000,5,1,2,3,0,4,5,4,1,0,1,0,0,1,0,1,1,1,0,0
2,32,18,900,4,3,1,4,5,5,4,5,1,0,1,1,0,1,1,1,1,1,0,0
2,25,6,300,0,1,4,4,4,4,1,5,2,0,0,0,1,1,1,1,0,1,0,0
2,24,28,1400,0,1,3,0,4,5,5,0,1,5,0,0,1,0,1,1,1,0,0,1
1,33,22,1100,2,5,2,4,4,4,4,0,4,4,0,1,0,1,1,1,1,0,1,1
1,25,6,300,3,0,4,5,4,2,5,1,0,1,1,0,1,1,1,0,1,0,0,0
1,27,29,1450,3,2,2,1,5,0,3,2,4,5,1,0,0,0,1,0,1,0,1,1
2,25,26,1300,3,4,2,5,0,0,5,0,3,3,1,1,0,1,0,0,1,0,1,1
2,21,7,350,5,0,5,0,2,1,0,2,5,1,1,0,1,0,0,0,0,0,1,0
1,30,13,650,5,5,1,5,4,0,2,5,0,3,1,1,0,1,1,0,0,1,0,1
1,27,22,1100,1,5,0,4,2,3,4,1,3,4,0,1,0,1,0,1,1,0,1,1
2,34,28,1400,5,3,1,4,5,5,3,4,2,2,1,1,0,1,1,1,1,1,0,0
3,22,24,1200,5,4,4,1,0,4,0,0,1,3,1,1,1,0,0,1,0,0,0,1
1,32,17,850,0,5,5,5,3,2,3,5,1,3,0,1,1,1,1,0,1,1,0,1
2,16,14,700,1,2,1,1,2,4,2,2,0,1,0,0,0,0,0,1,0,0,0,0
2,15,6,300,0,0,0,0,0,4,0,2,5,4,0,0,0,0,0,1,0,0,1,1
3,29,25,1250,2,2,1,2,3,3,5,5,5,1,0,0,0,0,1,1,1,1,1,0
2,34,23,1150,2,3,1,5,4,5,4,5,1,4,0,1,0,1,1,1,1,1,0,1
2,28,13,650,1,0,1,5,5,4,5,3,1,3,0,0,0,1,1,1,1,1,0,1
1,28,12,600,1,3,3,1,5,4,4,2,3,2,0,1,1,0,1,1,1,0,1,0
1,38,26,1300,5,4,3,4,0,3,5,5,4,5,1,1,1,1,0,1,1,1,1,1
3,25,17,850,2,4,1,0,1,3,4,5,1,4,0,1,0,0,0,1,1,1,0,1
3,26,10,500,4,2,0,2,3,0,4,5,3,3,1,0,0,0,1,0,1,1,1,1
2,27,13,650,3,2,0,5,1,5,0,2,4,5,1,0,0,1,0,1,0,0,1,1
1,27,18,900,5,4,0,0,5,4,2,1,1,5,1,1,0,0,1,1,0,0,0,1
3,22,6,300,3,1,0,4,5,5,0,2,0,2,1,0,0,1,1,1,0,0,0,0
3,26,11,550,2,4,5,2,4,1,4,3,0,1,0,1,1,0,1,0,1,1,0,0
3,22,16,800,3,0,5,2,4,1,2,4,0,1,1,0,1,0,1,0,0,1,0,0
2,23,15,750,4,3,2,1,2,1,1,3,2,4,1,1,0,0,0,0,0,1,0,1
1,32,23,1150,4,4,1,3,5,5,1,5,0,4,1,1,0,1,1,1,0,1,0,1
3,30,23,1150,0,4,1,4,4,3,5,4,1,4,0,1,0,1,1,1,1,1,0,1
1,19,19,950,1,5,2,3,2,4,0,0,1,1,0,1,0,1,0,1,0,0,0,0
3,30,24,1200,3,3,0,4,3,0,4,4,5,4,1,1,0,1,1,0,1,1,1,1
3,30,17,850,4,5,4,0,1,4,5,4,0,3,1,1,1,0,0,1,1,1,0,1
1,31,19,950,1,3,4,3,3,1,1,5,5,5,0,1,1,1,1,0,0,1,1,1
1,20,25,1250,1,0,2,5,1,5,1,5,0,0,0,0,0,1,0,1,0,1,0,0
1,23,9,450,0,3,4,5,0,2,3,3,3,0,0,1,1,1,0,0,1,1,1,0
2,31,5,250,1,2,3,5,3,5,3,1,4,4,0,0,1,1,1,1,1,0,1,1
3,18,20,1000,1,4,1,2,0,1,5,1,0,3,0,1,0,0,0,0,1,0,0,1
2,34,26,1300,5,3,4,1,1,5,5,4,3,3,1,1,1,0,0,1,1,1,1,1
1,30,15,750,2,0,5,4,5,5,2,3,1,3,0,0,1,1,1,1,0,1,0,1
3,27,19,950,0,3,5,1,5,5,2,1,0,5,0,1,1,0,1,1,0,0,0,1
2,26,17,850,0,4,3,4,2,3,4,1,3,2,0,1,1,1,0,1,1,0,1,0
3,29,19,950,3,1,1,5,3,4,1,3,3,5,1,0,0,1,1,1,0,1,1,1
2,26,22,1100,1,3,3,2,3,3,0,4,4,3,0,1,1,0,1,1,0,1,1,1
1,22,19,950,3,2,1,2,2,5,0,5,1,1,1,0,0,0,0,1,0,1,0,0
2,22,6,300,5,4,1,2,2,0,3,0,4,1,1,1,0,0,0,0,1,0,1,0
3,30,13,650,4,0,4,2,4,4,2,3,4,3,1,0,1,0,1,1,0,1,1,1
3,35,21,1050,1,4,5,2,5,4,4,5,5,0,0,1,1,0,1,1,1,1,1,0
3,37,22,1100,4,5,2,5,4,4,3,3,5,2,1,1,0,1,1,1,1,1,1,0
3,26,14,700,2,1,4,1,1,2,3,3,4,5,0,0,1,0,0,0,1,1,1,1
1,24,13,650,5,0,0,0,5,4,4,4,1,1,1,0,0,0,1,1,1,1,0,0
2,22,24,1200,1,1,3,3,3,2,4,4,0,1,0,0,1,1,1,0,1,1,0,0
1,26,24,1200,3,1,0,1,2,4,5,5,4,1,1,0,0,0,0,1,1,1,1,0
1,29,29,1450,3,2,1,5,2,5,1,3,2,5,1,0,0,1,0,1,0,1,0,1
1,25,25,1250,1,3,4,3,5,1,4,1,1,2,0,1,1,1,1,0,1,0,0,0
3,15,24,1200,3,2,0,0,0,0,4,0,3,3,1,0,0,0,0,0,1,0,1,1
3,28,13,650,1,2,0,4,4,4,3,5,3,2,0,0,0,1,1,1,1,1,1,0
3,27,8,400,0,5,5,0,5,3,3,2,1,3,0,1,1,0,1,1,1,0,0,1
2,21,19,950,3,2,0,0,5,1,0,3,3,4,1,0,0,0,1,0,0,1,1,1
3,24,24,1200,1,0,5,5,0,3,5,3,1,1,0,0,1,1,0,1,1,1,0,0
2,27,27,1350,1,3,5,4,2,3,0,4,0,5,0,1,1,1,0,1,0,1,0,1
3,24,14,700,3,3,1,3,3,2,0,4,5,0,1,1,0,1,1,0,0,1,1,0
3,23,14,700,0,0,5,2,3,0,4,2,5,2,0,0,1,0,1,0,1,0,1,0
1,25,20,1000,3,2,1,4,0,3,1,5,1,5,1,0,0,1,0,1,0,1,0,1
1,26,5,250,1,2,5,4,4,1,3,4,0,2,0,0,1,1,1,0,1,1,0,0
1,19,23,1150,0,1,5,0,1,0,2,4,1,5,0,0,1,0,0,0,0,1,0,1
2,27,8,400,4,1,1,4,5,1,1,5,4,1,1,0,0,1,1,0,0,1,1,0
2,23,12,600,2,5,0,1,3,3,5,1,2,1,0,1,0,0,1,1,1,0,0,0
3,20,29,1450,3,4,3,2,1,0,2,0,0,5,1,1,1,0,0,0,0,0,0,1
2,27,21,1050,5,1,4,0,5,4,5,1,2,0,1,0,1,0,1,1,1,0,0,0
3,28,7,350,1,3,4,3,4,3,4,3,3,0,0,1,1,1,1,1,1,1,1,0
2,14,7,350,0,0,1,3,0,3,5,1,0,1,0,0,0,1,0,1,1,0,0,0
2,29,16,800,0,2,0,3,4,5,2,5,3,5,0,0,0,1,1,1,0,1,1,1
2,35,12,600,4,4,3,3,2,5,5,2,4,3,1,1,1,1,0,1,1,0,1,1
1,27,25,1250,3,1,2,3,4,2,5,1,5,1,1,0,0,1,1,0,1,0,1,0
2,19,9,450,5,4,1,0,0,1,0,4,4,0,1,1,0,0,0,0,0,1,1,0
1,15,19,950,0,0,2,1,0,4,5,2,0,1,0,0,0,0,0,1,1,0,0,0
1,18,12,600,4,0,4,1,4,0,3,2,0,0,1,0,1,0,1,0,1,0,0,0
2,30,17,850,1,4,4,3,5,3,1,3,2,4,0,1,1,1,1,1,0,1,0,1
3,24,26,1300,4,4,3,1,0,3,0,3,3,3,1,1,1,0,0,1,0,1,1,1
3,33,10,500,3,5,3,2,2,4,3,4,2,5,1,1,1,0,0,1,1,1,0,1
3,20,27,1350,4,4,2,1,1,3,5,0,0,0,1,1,0,0,0,1,1,0,0,0
2,27,14,700,0,2,4,4,4,1,0,2,5,5,0,0,1,1,1,0,0,0,1,1
3,18,5,250,0,3,3,3,0,0,1,4,2,2,0,1,1,1,0,0,0,1,0,0
1,28,13,650,2,1,3,4,5,4,4,3,0,2,0,0,1,1,1,1,1,1,0,0
3,33,9,450,4,1,4,4,5,4,2,3,1,5,1,0,1,1,1,1,0,1,0,1
2,29,28,1400,1,1,4,3,5,5,4,0,3,3,0,0,1,1,1,1,1,0,1,1
3,31,16,800,5,4,0,5,1,2,5,2,4,3,1,1,0,1,0,0,1,0,1,1
1,29,17,850,5,4,5,0,2,0,5,2,4,2,1,1,1,0,0,0,1,0,1,0
2,37,10,500,3,5,3,5,4,4,2,4,2,5,1,1,1,1,1,1,0,1,0,1
3,24,20,1000,2,4,2,1,0,3,2,0,5,5,0,1,0,0,0,1,0,0,1,1
2,36,16,800,4,5,1,5,1,5,5,1,4,5,1,1,0,1,0,1,1,0,1,1
2,22,26,1300,1,5,1,2,2,0,1,4,1,5,0,1,0,0,0,0,0,1,0,1
2,26,8,400,2,2,4,5,3,1,1,2,1,5,0,0,1,1,1,0,0,0,0,1
3,30,7,350,0,2,5,5,0,4,4,4,2,4,0,0,1,1,0,1,1,1,0,1
2,28,6,300,3,2,2,0,5,1,3,4,4,4,1,0,0,0,1,0,1,1,1,1
3,28,14,700,4,2,0,2,5,4,3,4,4,0,1,0,0,0,1,1,1,1,1,0
1,29,16,800,5,0,3,5,2,3,4,4,0,3,1,0,1,1,0,1,1,1,0,1
3,17,8,400,1,2,0,3,1,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0
1,19,19,950,0,2,2,1,5,3,1,0,0,5,0,0,0,0,1,1,0,0,0,1
3,24,18,900,2,2,0,5,4,1,4,0,1,5,0,0,0,1,1,0,1,0,0,1
2,27,17,850,3,5,4,0,1,0,3,3,5,3,1,1,1,0,0,0,1,1,1,1
3,28,21,1050,2,1,1,3,5,5,2,5,2,2,0,0,0,1,1,1,0,1,0,0
2,28,26,1300,5,1,4,0,4,1,3,3,5,2,1,0,1,0,1,0,1,1,1,0
1,17,27,1350,2,1,3,4,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0
3,30,9,450,1,3,4,5,2,4,3,0,5,3,0,1,1,1,0,1,1,0,1,1
2,23,14,700,0,0,2,1,1,5,5,4,1,4,0,0,0,0,0,1,1,1,0,1
1,30,14,700,4,5,2,1,1,4,0,5,5,3,1,1,0,0,0,1,0,1,1,1
1,27,21,1050,1,4,3,3,4,1,2,3,4,2,0,1,1,1,1,0,0,1,1,0
3,28,23,1150,5,5,3,3,0,0,2,4,2,4,1,1,1,1,0,0,0,1,0,1
1,19,26,1300,3,2,1,3,1,4,2,1,0,2,1,0,0,1,0,1,0,0,0,0
2,24,27,1350,5,1,0,1,5,4,0,0,5,3,1,0,0,0,1,1,0,0,1,1
1,30,29,1450,5,5,1,5,0,5,0,2,5,2,1,1,0,1,0,1,0,0,1,0
1,24,16,800,2,0,4,4,0,2,3,1,3,5,0,0,1,1,0,0,1,0,1,1
2,20,6,300,3,2,0,1,0,5,1,2,5,1,1,0,0,0,0,1,0,0,1,0
1,27,7,350,1,3,3,3,2,2,5,0,4,4,0,1,1,1,0,0,1,0,1,1
1,30,19,950,5,4,2,2,2,0,3,2,5,5,1,1,0,0,0,0,1,0,1,1
1,18,17,850,1,2,4,5,0,4,2,0,0,0,0,0,1,1,0,1,0,0,0,0
1,23,8,400,4,4,1,4,0,3,2,4,0,1,1,1,0,1,0,1,0,1,0,0
2,29,25,1250,2,5,5,1,2,1,5,1,2,5,0,1,1,0,0,0,1,0,0,1
1,31,18,900,1,2,5,2,4,5,3,4,3,2,0,0,1,0,1,1,1,1,1,0
2,34,17,850,3,3,3,5,5,4,4,0,4,3,1,1,1,1,1,1,1,0,1,1
1,25,11,550,5,5,0,4,3,1,1,0,4,2,1,1,0,1,1,0,0,0,1,0
1,22,18,900,4,0,5,1,1,5,0,4,2,0,1,0,1,0,0,1,0,1,0,0
1,27,10,500,3,4,0,5,0,4,1,5,2,3,1,1,0,1,0,1,0,1,0,1
1,31,9,450,2,4,2,5,2,2,4,4,2,4,0,1,0,1,0,0,1,1,0,1
2,24,17,850,4,0,3,3,0,0,3,4,3,4,1,0,1,1,0,0,1,1,1,1
2,23,10,500,4,4,3,1,0,3,3,1,2,2,1,1,1,0,0,1,1,0,0,0
2,30,21,1050,4,5,4,5,0,5,2,1,3,1,1,1,1,1,0,1,0,0,1,0
3,32,12,600,5,1,4,4,0,2,5,5,3,3,1,0,1,1,0,0,1,1,1,1
1,16,11,550,0,0,0,3,4,0,3,0,1,5,0,0,0,1,1,0,1,0,0,1
1,30,18,900,4,3,5,5,1,2,4,3,2,1,1,1,1,1,0,0,1,1,0,0
2,27,7,350,3,2,5,0,1,5,3,4,2,2,1,0,1,0,0,1,1,1,0,0
3,25,22,1100,3,2,1,2,2,1,3,2,4,5,1,0,0,0,0,0,1,0,1,1
1,28,29,1450,2,0,0,5,4,4,4,2,2,5,0,0,0,1,1,1,1,0,0,1
2,27,25,1250,1,1,5,3,4,2,0,5,3,3,0,0,1,1,1,0,0,1,1,1
1,28,29,1450,1,5,4,3,1,5,1,2,2,4,0,1,1,1,0,1,0,0,0,1
1,25,19,950,0,3,4,4,2,0,3,5,0,4,0,1,1,1,0,0,1,1,0,1
2,35,19,950,5,2,4,5,4,4,1,4,4,2,1,0,1,1,1,1,0,1,1,0
2,31,29,1450,5,2,0,5,2,5,1,3,5,3,1,0,0,1,0,1,0,1,1,1
1,30,23,1150,4,5,3,4,1,1,2,5,0,5,1,1,1,1,0,0,0,1,0,1
1,13,23,1150,0,1,1,2,0,1,0,3,3,2,0,0,0,0,0,0,0,1,1,0
2,29,17,850,2,4,1,4,5,3,1,5,0,4,0,1,0,1,1,1,0,1,0,1
1,35,18,900,2,0,4,3,5,4,2,5,5,5,0,0,1,1,1,1,0,1,1,1
1,25,29,1450,1,1,2,2,5,1,4,1,3,5,0,0,0,0,1,0,1,0,1,1
2,22,23,1150,2,1,0,2,4,2,4,3,4,0,0,0,0,0,1,0,1,1,1,0
1,26,27,1350,4,1,5,1,2,1,4,2,5,1,1,0,1,0,0,0,1,0,1,0
1,23,23,1150,3,1,5,3,0,1,5,2,1,2,1,0,1,1,0,0,1,0,0,0
3,28,21,1050,2,4,3,3,1,1,5,4,0,5,0,1,1,1,0,0,1,1,0,1
2,28,16,800,0,5,4,4,3,3,4,1,4,0,0,1,1,1,1,1,1,0,1,0
3,36,20,1000,4,3,2,3,5,5,4,5,1,4,1,1,0,1,1,1,1,1,0,1
3,23,23,1150,2,1,4,5,4,0,2,0,3,2,0,0,1,1,1,0,0,0,1,0
3,33,25,1250,5,1,2,4,4,5,0,5,3,4,1,0,0,1,1,1,0,1,1,1
1,15,17,850,2,0,1,3,2,1,0,1,1,4,0,0,0,1,0,0,0,0,0,1
1,24,14,700,5,2,2,5,1,0,2,0,5,2,1,0,0,1,0,0,0,0,1,0
3,31,12,600,4,4,1,1,5,4,2,5,5,0,1,1,0,0,1,1,0,1,1,0
3,20,27,1350,2,1,1,3,1,0,5,1,4,2,0,0,0,1,0,0,1,0,1,0
3,29,21,1050,5,3,0,1,4,4,3,3,1,5,1,1,0,0,1,1,1,1,0,1
1,24,17,850,3,3,2,3,4,3,1,1,0,4,1,1,0,1,1,1,0,0,0,1
3,32,6,300,1,3,3,3,5,4,5,4,1,3,0,1,1,1,1,1,1,1,0,1
3,27,29,1450,4,0,3,0,5,4,5,0,2,4,1,0,1,0,1,1,1,0,0,1
2,31,16,800,5,3,2,5,2,2,4,3,0,5,1,1,0,1,0,0,1,1,0,1
2,27,28,1400,0,5,0,3,2,3,5,3,4,2,0,1,0,1,0,1,1,1,1,0
1,16,22,1100,2,0,3,1,3,1,5,1,0,0,0,0,1,0,1,0,1,0,0,0
2,29,23,1150,5,4,4,2,0,3,1,3,3,4,1,1,1,0,0,1,0,1,1,1
2,24,28,1400,5,3,3,1,2,2,3,2,3,0,1,1,1,0,0,0,1,0,1,0
2,26,20,1000,5,2,0,5,0,4,0,2,3,5,1,0,0,1,0,1,0,0,1,1
1,21,24,1200,1,1,1,3,4,5,4,2,0,0,0,0,0,1,1,1,1,0,0,0
2,25,6,300,0,4,1,4,3,3,5,1,3,1,0,1,0,1,1,1,1,0,1,0
1,26,24,1200,0,5,1,0,3,2,5,0,5,5,0,1,0,0,1,0,1,0,1,1
3,23,10,500,3,2,0,4,3,5,0,1,5,0,1,0,0,1,1,1,0,0,1,0
2,22,18,900,1,4,1,0,1,1,2,4,4,4,0,1,0,0,0,0,0,1,1,1
