Student ID,Quiz ID,Correct Answers (Total),Incorrect Answers (Total),Response Time (Avg),Difficulty Prediction,Topic 1 (Correct),Topic 1 (Incorrect),Time Spent on Topic 1,Topic 2 (Correct),Topic 2 (Incorrect),Time Spent on Topic 2,Topic 3 (Correct),Topic 3 (Incorrect),Time Spent on Topic 3,Topic 4 (Correct),Topic 4 (Incorrect),Time Spent on Topic 4,Topic 5 (Correct),Topic 5 (Incorrect),Time Spent on Topic 5,Topic 6 (Correct),Topic 6 (Incorrect),Time Spent on Topic 6,Topic 7 (Correct),Topic 7 (Incorrect),Time Spent on Topic 7,Topic 8 (Correct),Topic 8 (Incorrect),Time Spent on Topic 8,Topic 9 (Correct),Topic 9 (Incorrect),Time Spent on Topic 9,Topic 10 (Correct),Topic 10 (Incorrect),Time Spent on Topic 10
782,2,25,25,11,0,4,1,34,1,4,17,1,4,64,5,0,39,0,5,60,1,4,39,0,5,19,3,2,118,2,3,53,5,0,20
782,3,38,12,19,0,4,1,55,1,4,54,2,3,48,2,3,60,0,5,75,0,5,72,4,1,32,3,2,14,5,0,74,0,5,41
783,1,30,20,7,0,3,2,56,3,2,58,5,0,103,5,0,99,2,3,111,1,4,18,2,3,64,4,1,21,5,0,72,5,0,16
783,2,25,25,15,0,1,4,38,5,0,52,2,3,17,4,1,77,5,0,103,5,0,96,1,4,73,5,0,64,5,0,38,3,2,57
783,3,25,25,14,0,4,1,48,3,2,58,1,4,21,4,1,85,5,0,91,4,1,94,5,0,100,2,3,92,3,2,77,3,2,64
784,1,22,28,20,0,4,1,59,4,1,29,0,5,89,2,3,15,3,2,95,3,2,60,4,1,97,3,2,112,5,0,46,1,4,41
784,2,39,11,6,0,4,1,106,3,2,80,5,0,69,1,4,50,4,1,102,5,0,39,0,5,28,3,2,86,2,3,31,1,4,112
784,3,25,25,13,0,4,1,69,3,2,38,5,0,51,3,2,63,3,2,59,0,5,27,5,0,17,3,2,16,2,3,66,2,3,46
785,1,24,26,17,0,0,5,43,0,5,114,1,4,109,3,2,83,3,2,49,4,1,44,5,0,14,1,4,99,0,5,80,5,0,16
785,2,39,11,17,0,4,1,21,0,5,112,2,3,118,5,0,49,2,3,72,0,5,117,2,3,98,2,3,51,4,1,115,0,5,57
785,3,33,17,26,0,4,1,15,5,0,17,1,4,18,2,3,10,0,5,65,4,1,48,5,0,82,2,3,42,1,4,96,3,2,110
786,1,46,4,24,1,1,4,80,1,4,71,2,3,111,3,2,23,2,3,26,0,5,106,2,3,112,0,5,60,4,1,15,2,3,24
786,2,33,17,29,0,1,4,117,2,3,73,3,2,40,1,4,48,2,3,57,1,4,109,5,0,14,0,5,47,0,5,38,3,2,17
786,3,32,18,26,0,5,0,49,2,3,40,5,0,39,1,4,106,0,5,41,3,2,73,3,2,106,1,4,48,5,0,100,0,5,10
787,1,22,28,18,0,3,2,59,4,1,29,1,4,51,2,3,64,4,1,104,1,4,118,3,2,24,3,2,12,2,3,13,0,5,116
787,2,35,15,25,0,5,0,27,5,0,21,2,3,105,0,5,22,4,1,28,5,0,117,4,1,60,3,2,93,2,3,112,1,4,44
787,3,31,19,8,0,5,0,67,1,4,82,5,0,99,1,4,76,1,4,13,5,0,86,3,2,19,5,0,99,1,4,83,3,2,55
788,1,33,17,28,0,1,4,39,3,2,70,2,3,80,4,1,35,3,2,95,5,0,54,5,0,51,5,0,59,3,2,106,4,1,114
788,2,21,29,17,0,3,2,79,2,3,20,0,5,51,4,1,32,3,2,66,5,0,54,2,3,66,1,4,50,5,0,36,4,1,98
788,3,27,23,7,0,1,4,113,2,3,27,5,0,60,4,1,40,5,0,78,3,2,73,0,5,41,0,5,96,3,2,39,2,3,93
789,1,28,22,11,0,1,4,18,2,3,72,4,1,75,0,5,84,5,0,25,0,5,16,3,2,109,4,1,59,4,1,36,0,5,53
789,2,33,17,5,0,1,4,72,4,1,49,5,0,53,2,3,86,3,2,21,2,3,93,4,1,47,3,2,90,0,5,44,2,3,98
789,3,30,20,10,0,2,3,30,2,3,45,5,0,56,2,3,90,3,2,109,1,4,16,3,2,61,4,1,88,1,4,35,2,3,91
790,1,23,27,13,0,0,5,110,0,5,52,0,5,73,3,2,21,4,1,101,4,1,101,1,4,71,0,5,54,0,5,33,1,4,25
790,2,23,27,26,0,2,3,33,0,5,66,5,0,15,2,3,34,3,2,101,2,3,28,1,4,36,2,3,48,3,2,15,1,4,27
790,3,40,10,18,1,0,5,74,5,0,64,0,5,48,5,0,69,4,1,84,4,1,82,0,5,75,3,2,110,5,0,81,3,2,79
791,1,39,11,18,0,0,5,79,3,2,95,1,4,37,2,3,79,5,0,77,1,4,34,1,4,95,3,2,66,0,5,116,0,5,27
791,2,49,1,7,1,0,5,82,2,3,24,5,0,97,0,5,114,0,5,100,3,2,118,4,1,38,4,1,44,3,2,104,0,5,99
791,3,45,5,24,1,4,1,97,0,5,119,1,4,46,5,0,32,2,3,53,0,5,62,3,2,49,3,2,51,3,2,65,2,3,95
792,1,43,7,14,1,5,0,93,0,5,106,4,1,39,5,0,94,1,4,57,0,5,119,2,3,54,0,5,90,5,0,52,1,4,71
792,2,46,4,18,1,2,3,21,4,1,102,0,5,16,2,3,99,0,5,52,2,3,18,1,4,79,3,2,99,5,0,61,0,5,92
792,3,48,2,14,1,2,3,70,2,3,77,2,3,105,1,4,60,3,2,24,0,5,12,2,3,75,5,0,51,0,5,87,0,5,59
793,1,30,20,15,0,2,3,28,4,1,54,3,2,84,2,3,106,1,4,30,0,5,65,0,5,94,0,5,65,1,4,92,2,3,59
793,2,34,16,18,0,5,0,102,3,2,47,2,3,17,4,1,49,1,4,41,3,2,64,3,2,53,4,1,43,4,1,30,1,4,29
793,3,21,29,15,0,2,3,36,0,5,59,0,5,65,3,2,32,4,1,72,3,2,67,1,4,89,5,0,86,3,2,94,2,3,16
794,1,24,26,29,0,2,3,98,0,5,89,1,4,110,4,1,94,0,5,38,3,2,58,3,2,45,2,3,39,5,0,119,3,2,94
794,2,29,21,12,0,4,1,43,2,3,62,0,5,58,4,1,37,2,3,93,5,0,12,2,3,33,5,0,87,3,2,29,5,0,17
794,3,47,3,16,1,5,0,27,0,5,58,1,4,26,2,3,73,5,0,13,4,1,32,3,2,59,5,0,85,3,2,43,5,0,59
795,1,34,16,24,0,0,5,10,4,1,44,5,0,103,3,2,30,4,1,44,3,2,96,1,4,88,4,1,32,4,1,117,2,3,68
795,2,45,5,27,1,4,1,74,5,0,40,5,0,36,3,2,118,2,3,96,2,3,93,4,1,112,2,3,41,4,1,105,4,1,118
795,3,43,7,17,1,2,3,93,3,2,37,2,3,31,0,5,14,5,0,12,4,1,106,5,0,110,1,4,90,1,4,71,5,0,109
796,1,35,15,16,0,5,0,60,1,4,108,5,0,84,1,4,109,4,1,82,4,1,57,5,0,76,2,3,100,2,3,112,1,4,117
796,2,49,1,21,1,4,1,32,5,0,68,2,3,16,2,3,60,2,3,20,5,0,67,4,1,50,0,5,56,1,4,108,2,3,111
796,3,49,1,17,1,5,0,66,2,3,51,1,4,92,4,1,83,5,0,114,3,2,37,1,4,55,1,4,82,3,2,78,3,2,101
797,1,23,27,14,0,1,4,92,2,3,24,3,2,57,0,5,70,5,0,59,0,5,55,5,0,62,1,4,36,2,3,118,3,2,74
797,2,36,14,10,0,1,4,63,3,2,110,5,0,37,5,0,13,0,5,22,2,3,69,5,0,68,0,5,88,4,1,72,0,5,113
797,3,40,10,12,1,5,0,53,3,2,21,5,0,54,4,1,21,0,5,111,4,1,114,0,5,41,2,3,62,5,0,98,0,5,91
798,1,33,17,18,0,0,5,73,0,5,40,2,3,85,2,3,27,0,5,15,3,2,12,2,3,22,4,1,70,4,1,79,3,2,21
798,2,40,10,17,1,5,0,16,0,5,94,2,3,63,3,2,13,0,5,105,1,4,21,5,0,70,4,1,80,3,2,52,2,3,39
798,3,50,0,25,1,1,4,117,5,0,114,1,4,60,5,0,28,5,0,106,5,0,38,1,4,54,0,5,85,5,0,30,4,1,76
799,1,28,22,21,0,2,3,115,2,3,32,0,5,87,3,2,72,0,5,70,0,5,114,0,5,70,1,4,118,1,4,96,1,4,85
799,2,38,12,11,0,0,5,27,1,4,54,0,5,35,5,0,106,4,1,26,1,4,28,3,2,114,4,1,118,5,0,26,2,3,82
799,3,22,28,22,0,3,2,21,3,2,113,1,4,50,1,4,16,0,5,75,2,3,12,5,0,62,3,2,45,1,4,82,3,2,63
800,1,23,27,15,0,3,2,101,0,5,49,4,1,119,0,5,78,5,0,32,3,2,15,4,1,50,5,0,101,5,0,44,5,0,42
800,2,40,10,21,1,4,1,31,2,3,118,1,4,13,4,1,100,4,1,45,5,0,68,5,0,46,1,4,93,2,3,67,4,1,41
800,3,28,22,16,0,2,3,108,2,3,24,4,1,106,1,4,69,5,0,29,2,3,32,1,4,107,3,2,31,4,1,17,5,0,18
801,1,49,1,8,1,0,5,76,4,1,52,5,0,99,1,4,28,4,1,22,3,2,103,5,0,48,2,3,37,0,5,96,1,4,118
801,2,39,11,28,0,1,4,116,0,5,44,4,1,65,0,5,68,1,4,108,5,0,34,4,1,73,5,0,102,1,4,91,1,4,54
801,3,31,19,25,0,3,2,43,2,3,53,2,3,84,0,5,62,4,1,107,1,4,16,2,3,24,0,5,52,4,1,93,5,0,47
802,1,44,6,17,1,4,1,87,4,1,83,0,5,50,1,4,37,0,5,25,0,5,32,3,2,62,3,2,104,4,1,104,5,0,33
802,2,33,17,21,0,3,2,61,5,0,60,5,0,10,1,4,79,1,4,17,3,2,39,2,3,105,4,1,90,5,0,47,4,1,109
802,3,26,24,5,0,4,1,81,4,1,99,1,4,98,5,0,118,1,4,49,4,1,108,2,3,71,0,5,30,5,0,14,4,1,74
803,1,24,26,15,0,1,4,68,1,4,118,5,0,83,5,0,12,5,0,106,0,5,96,0,5,102,2,3,119,1,4,108,0,5,113
803,2,21,29,19,0,5,0,71,5,0,103,1,4,15,2,3,42,1,4,106,3,2,105,0,5,72,0,5,43,2,3,67,2,3,37
803,3,29,21,17,0,2,3,15,0,5,81,0,5,106,3,2,21,0,5,110,1,4,45,5,0,14,0,5,101,0,5,103,2,3,75
804,1,29,21,16,0,0,5,42,3,2,76,1,4,105,3,2,19,4,1,24,5,0,79,1,4,101,4,1,56,0,5,31,2,3,47
804,2,41,9,11,1,3,2,99,1,4,26,1,4,33,2,3,71,3,2,84,2,3,93,5,0,56,5,0,83,4,1,57,5,0,96
804,3,42,8,10,1,0,5,71,4,1,93,2,3,60,1,4,68,3,2,40,1,4,59,2,3,65,2,3,42,1,4,11,1,4,71
805,1,31,19,14,0,1,4,107,5,0,14,3,2,107,0,5,82,0,5,90,2,3,98,3,2,112,1,4,23,0,5,67,3,2,34
805,2,47,3,5,1,1,4,112,3,2,41,3,2,114,4,1,62,3,2,119,5,0,100,5,0,19,4,1,30,2,3,89,5,0,64
805,3,46,4,13,1,3,2,17,5,0,105,0,5,106,3,2,43,0,5,97,1,4,60,0,5,88,2,3,98,3,2,100,4,1,34
806,1,50,0,25,1,5,0,65,3,2,27,4,1,29,4,1,109,3,2,101,0,5,23,1,4,61,0,5,47,0,5,20,2,3,37
806,2,39,11,16,0,1,4,88,0,5,39,5,0,14,1,4,77,4,1,80,5,0,48,3,2,49,3,2,44,3,2,12,5,0,101
806,3,26,24,5,0,1,4,46,0,5,77,1,4,67,3,2,20,5,0,13,0,5,77,2,3,53,3,2,99,0,5,99,5,0,59
807,1,38,12,27,0,0,5,82,4,1,86,5,0,61,2,3,88,2,3,116,5,0,36,4,1,18,5,0,27,0,5,105,2,3,19
807,2,25,25,23,0,5,0,47,2,3,45,1,4,47,0,5,50,4,1,19,3,2,16,4,1,88,1,4,20,1,4,73,3,2,52
807,3,27,23,6,0,0,5,19,5,0,14,2,3,92,4,1,41,4,1,86,3,2,50,0,5,81,0,5,60,2,3,20,4,1,11
808,1,20,30,16,0,5,0,55,4,1,85,3,2,71,4,1,26,5,0,19,0,5,21,5,0,112,0,5,52,2,3,59,3,2,46
808,2,41,9,26,1,4,1,45,2,3,54,5,0,55,5,0,111,0,5,90,0,5,45,2,3,51,1,4,105,1,4,30,3,2,97
808,3,28,22,14,0,0,5,94,5,0,14,2,3,52,5,0,105,1,4,57,5,0,63,3,2,24,0,5,40,2,3,28,3,2,73
809,1,26,24,22,0,4,1,83,4,1,82,3,2,20,5,0,33,1,4,77,3,2,71,1,4,106,1,4,57,2,3,59,0,5,104
809,2,40,10,26,1,2,3,33,0,5,75,0,5,15,2,3,42,0,5,65,1,4,60,4,1,76,1,4,45,5,0,42,3,2,13
809,3,48,2,12,1,0,5,47,5,0,97,2,3,16,4,1,50,2,3,79,0,5,81,4,1,20,0,5,14,0,5,85,0,5,40
810,1,42,8,10,1,3,2,93,4,1,24,5,0,74,5,0,62,3,2,43,1,4,96,3,2,99,1,4,91,4,1,15,2,3,68
810,2,47,3,14,1,4,1,48,1,4,96,4,1,97,4,1,79,3,2,53,0,5,27,0,5,93,0,5,59,3,2,53,3,2,67
810,3,25,25,15,0,1,4,113,1,4,26,5,0,64,5,0,58,5,0,45,0,5,58,0,5,65,3,2,54,4,1,69,5,0,12
811,1,32,18,18,0,3,2,115,2,3,117,0,5,55,5,0,99,3,2,69,1,4,42,5,0,115,3,2,90,5,0,35,5,0,22
811,2,30,20,23,0,2,3,96,2,3,39,0,5,77,0,5,81,5,0,104,2,3,69,1,4,17,4,1,77,1,4,98,5,0,88
811,3,28,22,12,0,0,5,43,0,5,67,3,2,42,4,1,49,4,1,59,1,4,59,5,0,100,1,4,91,3,2,62,5,0,100
812,1,41,9,7,1,5,0,24,0,5,13,1,4,79,5,0,37,3,2,50,2,3,87,2,3,14,5,0,79,3,2,24,2,3,42
812,2,25,25,6,0,2,3,78,5,0,47,2,3,25,0,5,74,3,2,80,4,1,77,0,5,31,1,4,57,2,3,103,5,0,86
812,3,27,23,23,0,2,3,100,0,5,103,2,3,62,1,4,55,1,4,85,2,3,13,4,1,20,3,2,114,2,3,26,0,5,18
813,1,22,28,9,0,3,2,24,3,2,14,1,4,80,5,0,83,2,3,64,0,5,40,0,5,77,3,2,86,3,2,51,0,5,41
813,2,38,12,28,0,2,3,11,2,3,106,2,3,119,3,2,54,4,1,16,5,0,27,5,0,11,4,1,111,2,3,46,3,2,46
813,3,43,7,14,1,3,2,21,3,2,16,3,2,21,4,1,87,4,1,33,5,0,106,2,3,61,3,2,83,5,0,55,5,0,79
814,1,43,7,5,1,4,1,37,1,4,74,5,0,47,5,0,49,0,5,111,5,0,12,1,4,102,1,4,111,1,4,59,1,4,45
814,2,25,25,20,0,5,0,59,1,4,79,4,1,71,2,3,13,0,5,115,4,1,88,5,0,119,2,3,65,1,4,36,1,4,85
814,3,21,29,19,0,4,1,35,4,1,36,2,3,57,1,4,89,5,0,110,0,5,87,4,1,65,2,3,41,0,5,54,0,5,117
815,1,26,24,10,0,0,5,29,4,1,64,2,3,22,1,4,110,5,0,110,5,0,44,1,4,48,2,3,60,4,1,68,4,1,84
815,2,48,2,16,1,0,5,14,2,3,18,4,1,15,0,5,50,3,2,103,1,4,102,1,4,32,3,2,35,3,2,31,5,0,94
815,3,43,7,13,1,1,4,79,4,1,32,1,4,95,4,1,27,1,4,72,0,5,55,4,1,48,0,5,27,0,5,103,0,5,42
816,1,42,8,28,1,0,5,79,1,4,92,5,0,85,3,2,46,2,3,91,0,5,53,1,4,87,2,3,85,1,4,77,0,5,46
816,2,22,28,22,0,1,4,16,2,3,106,3,2,111,5,0,43,0,5,54,0,5,83,0,5,72,5,0,87,5,0,87,1,4,85
816,3,45,5,28,1,4,1,18,0,5,80,0,5,89,1,4,78,1,4,48,0,5,37,4,1,49,1,4,67,1,4,49,5,0,16
817,1,42,8,10,1,5,0,44,0,5,41,4,1,57,2,3,67,5,0,61,2,3,68,5,0,23,0,5,90,4,1,30,5,0,105
817,2,31,19,25,0,4,1,65,1,4,10,0,5,68,2,3,55,1,4,60,5,0,114,0,5,55,1,4,11,0,5,44,1,4,102
817,3,21,29,16,0,1,4,100,4,1,47,5,0,37,3,2,35,0,5,80,4,1,29,0,5,110,4,1,116,2,3,43,4,1,54
818,1,36,14,22,0,2,3,105,5,0,61,5,0,26,5,0,25,2,3,56,1,4,11,3,2,92,0,5,40,2,3,49,0,5,114
818,2,25,25,6,0,5,0,33,1,4,100,3,2,98,1,4,77,5,0,41,3,2,19,2,3,31,4,1,91,3,2,115,1,4,63
818,3,45,5,20,1,5,0,38,0,5,29,2,3,20,5,0,106,3,2,52,5,0,71,2,3,90,2,3,46,3,2,116,0,5,114
819,1,39,11,19,0,2,3,98,2,3,78,1,4,115,2,3,85,5,0,27,2,3,26,2,3,62,2,3,101,0,5,92,4,1,106
819,2,20,30,15,0,4,1,26,4,1,23,2,3,44,4,1,82,5,0,97,0,5,83,1,4,115,3,2,42,2,3,36,2,3,108
819,3,37,13,26,0,2,3,16,1,4,91,1,4,34,5,0,80,4,1,57,5,0,33,3,2,28,0,5,109,3,2,19,0,5,70
820,1,21,29,6,0,5,0,81,3,2,61,5,0,64,3,2,69,3,2,43,1,4,79,1,4,101,3,2,41,2,3,73,3,2,95
820,2,22,28,5,0,4,1,56,4,1,41,2,3,91,3,2,63,5,0,17,2,3,93,1,4,87,2,3,30,2,3,73,4,1,81
820,3,27,23,9,0,4,1,86,0,5,35,0,5,82,1,4,109,2,3,95,4,1,91,2,3,40,0,5,103,5,0,52,2,3,20
821,1,38,12,11,0,5,0,88,2,3,69,4,1,30,2,3,40,4,1,90,0,5,13,5,0,74,3,2,22,5,0,64,0,5,24
821,2,22,28,9,0,2,3,50,0,5,109,3,2,70,2,3,57,2,3,118,2,3,47,5,0,76,5,0,86,5,0,36,4,1,69
821,3,48,2,7,1,2,3,14,2,3,28,2,3,73,2,3,112,2,3,30,2,3,115,2,3,45,5,0,60,5,0,101,1,4,26
822,1,30,20,6,0,1,4,32,0,5,72,0,5,88,2,3,73,2,3,91,2,3,57,0,5,98,4,1,48,0,5,97,2,3,75
822,2,30,20,23,0,3,2,35,1,4,26,3,2,44,0,5,118,5,0,76,4,1,81,3,2,31,5,0,12,3,2,15,1,4,60
822,3,39,11,26,0,0,5,74,4,1,76,0,5,23,0,5,90,4,1,106,1,4,38,2,3,69,3,2,111,5,0,19,0,5,112
823,1,46,4,28,1,4,1,48,5,0,115,2,3,109,5,0,30,5,0,42,5,0,58,0,5,105,3,2,22,3,2,98,0,5,75
823,2,42,8,26,1,0,5,45,2,3,22,3,2,11,4,1,11,0,5,102,4,1,82,2,3,39,0,5,43,1,4,45,5,0,48
823,3,21,29,29,0,1,4,35,4,1,106,0,5,65,4,1,72,3,2,41,2,3,61,0,5,37,5,0,93,1,4,21,4,1,25
824,1,43,7,29,1,1,4,55,4,1,75,1,4,101,2,3,25,5,0,102,0,5,84,3,2,100,5,0,118,2,3,11,5,0,118
824,2,38,12,7,0,3,2,48,4,1,23,2,3,119,3,2,83,3,2,98,5,0,92,1,4,29,4,1,40,5,0,105,5,0,95
824,3,36,14,11,0,4,1,23,1,4,90,4,1,68,2,3,50,4,1,59,5,0,115,1,4,117,0,5,107,0,5,83,1,4,95
825,1,44,6,28,1,5,0,26,2,3,108,3,2,66,3,2,37,1,4,43,0,5,95,2,3,17,3,2,55,4,1,19,4,1,91
825,2,46,4,7,1,0,5,113,0,5,108,2,3,31,0,5,109,5,0,107,0,5,53,0,5,73,4,1,110,2,3,35,3,2,95
825,3,35,15,18,0,3,2,48,3,2,35,0,5,94,5,0,33,5,0,59,1,4,113,5,0,49,2,3,54,1,4,61,3,2,49
826,1,37,13,19,0,4,1,39,4,1,61,1,4,25,0,5,115,1,4,65,5,0,103,0,5,50,3,2,47,0,5,16,1,4,44
826,2,40,10,25,1,4,1,112,2,3,98,3,2,79,2,3,49,0,5,87,1,4,20,2,3,40,1,4,67,0,5,39,3,2,39
826,3,38,12,7,0,4,1,95,3,2,19,4,1,111,2,3,11,2,3,107,1,4,107,3,2,26,4,1,69,0,5,105,4,1,10
827,1,28,22,27,0,1,4,117,1,4,67,0,5,54,2,3,68,2,3,41,4,1,47,2,3,69,4,1,53,0,5,77,4,1,113
827,2,35,15,25,0,0,5,91,0,5,86,1,4,68,1,4,12,4,1,46,4,1,119,1,4,38,2,3,66,1,4,81,1,4,105
827,3,21,29,5,0,1,4,56,1,4,39,1,4,54,5,0,95,0,5,50,3,2,77,1,4,98,1,4,25,0,5,33,4,1,55
828,1,40,10,5,1,5,0,38,5,0,55,4,1,22,2,3,113,2,3,100,3,2,113,0,5,44,0,5,102,1,4,75,3,2,108
828,2,30,20,13,0,0,5,116,5,0,19,3,2,25,2,3,14,5,0,41,2,3,84,1,4,47,1,4,109,4,1,105,0,5,43
828,3,24,26,9,0,0,5,93,5,0,39,5,0,95,4,1,36,0,5,119,5,0,112,0,5,88,1,4,112,3,2,90,2,3,70
829,1,50,0,6,1,5,0,54,2,3,25,5,0,74,2,3,11,0,5,27,4,1,23,4,1,62,2,3,66,5,0,108,1,4,99
829,2,39,11,16,0,5,0,115,4,1,58,1,4,27,0,5,63,0,5,68,3,2,41,0,5,55,0,5,78,1,4,29,4,1,118
829,3,39,11,24,0,4,1,59,2,3,27,1,4,31,1,4,14,3,2,78,0,5,58,4,1,83,2,3,42,3,2,50,3,2,17
830,1,29,21,18,0,0,5,113,4,1,102,2,3,20,5,0,83,1,4,86,0,5,83,2,3,40,0,5,116,1,4,95,1,4,64
830,2,26,24,9,0,2,3,97,0,5,60,1,4,104,3,2,71,5,0,30,1,4,86,5,0,35,2,3,101,5,0,89,4,1,22
830,3,32,18,15,0,1,4,76,3,2,93,4,1,53,5,0,85,4,1,87,5,0,12,2,3,29,3,2,15,5,0,13,1,4,32
831,1,31,19,29,0,1,4,14,3,2,21,1,4,69,5,0,99,0,5,105,2,3,35,5,0,102,2,3,68,1,4,117,2,3,22
831,2,38,12,22,0,2,3,18,5,0,82,3,2,107,0,5,52,5,0,32,3,2,98,5,0,31,3,2,91,3,2,51,1,4,58
831,3,25,25,8,0,5,0,41,1,4,93,3,2,17,3,2,104,0,5,30,5,0,88,4,1,74,3,2,36,0,5,27,1,4,87
832,1,26,24,28,0,0,5,54,0,5,83,4,1,58,5,0,58,4,1,105,5,0,116,3,2,14,4,1,74,2,3,57,1,4,67
832,2,30,20,20,0,2,3,32,1,4,116,5,0,105,4,1,52,1,4,57,3,2,21,0,5,42,1,4,81,4,1,17,2,3,20
832,3,32,18,7,0,2,3,116,4,1,94,4,1,118,1,4,106,3,2,89,1,4,83,0,5,27,4,1,68,4,1,43,3,2,24
833,1,31,19,22,0,1,4,69,1,4,109,0,5,94,0,5,77,1,4,57,0,5,106,2,3,96,3,2,65,2,3,71,1,4,41
833,2,37,13,23,0,3,2,82,3,2,53,5,0,14,5,0,68,3,2,46,4,1,97,1,4,35,2,3,29,5,0,106,3,2,57
833,3,46,4,20,1,1,4,27,1,4,46,5,0,107,5,0,79,5,0,93,5,0,103,3,2,102,4,1,23,5,0,114,0,5,81
834,1,32,18,11,0,4,1,101,0,5,102,0,5,23,3,2,35,1,4,107,5,0,31,1,4,97,0,5,49,0,5,10,2,3,84
834,2,27,23,13,0,0,5,114,5,0,24,5,0,98,1,4,90,3,2,27,3,2,38,0,5,97,5,0,16,2,3,104,1,4,12
834,3,41,9,25,1,1,4,24,1,4,11,2,3,43,2,3,116,0,5,45,2,3,62,3,2,80,1,4,54,1,4,57,1,4,82
835,1,27,23,6,0,2,3,41,5,0,66,4,1,114,5,0,115,5,0,50,2,3,40,5,0,97,0,5,11,2,3,20,3,2,75
835,2,34,16,15,0,3,2,81,1,4,70,5,0,71,3,2,12,4,1,93,0,5,82,0,5,84,5,0,37,1,4,35,1,4,70
835,3,23,27,18,0,0,5,67,5,0,97,1,4,46,2,3,52,4,1,22,2,3,29,3,2,40,3,2,91,2,3,99,3,2,59
836,1,35,15,27,0,4,1,61,1,4,62,0,5,59,2,3,110,3,2,75,3,2,71,5,0,100,2,3,92,3,2,91,5,0,12
836,2,35,15,7,0,2,3,114,3,2,99,0,5,57,1,4,59,4,1,54,3,2,98,0,5,112,2,3,10,3,2,10,4,1,103
836,3,43,7,11,1,4,1,75,3,2,37,2,3,36,3,2,66,2,3,81,2,3,34,3,2,92,2,3,22,1,4,104,2,3,13
837,1,45,5,10,1,0,5,79,2,3,70,1,4,44,1,4,22,4,1,81,5,0,96,1,4,44,3,2,115,5,0,86,3,2,67
837,2,25,25,5,0,2,3,95,1,4,71,3,2,113,5,0,51,1,4,38,5,0,15,1,4,25,4,1,68,3,2,32,2,3,48
837,3,35,15,18,0,3,2,49,4,1,41,2,3,96,2,3,12,1,4,82,3,2,15,0,5,13,0,5,29,0,5,110,1,4,14
838,1,27,23,14,0,0,5,51,5,0,23,0,5,12,2,3,28,2,3,100,5,0,103,0,5,108,1,4,75,5,0,75,4,1,24
838,2,38,12,9,0,1,4,81,4,1,39,2,3,111,0,5,58,3,2,64,4,1,66,5,0,96,0,5,104,5,0,42,2,3,77
838,3,24,26,17,0,0,5,112,5,0,19,0,5,10,3,2,35,4,1,48,0,5,118,5,0,106,4,1,60,4,1,37,1,4,68
839,1,36,14,19,0,3,2,103,2,3,70,5,0,18,1,4,108,2,3,51,1,4,107,4,1,119,0,5,79,5,0,28,4,1,39
839,2,48,2,5,1,5,0,92,0,5,84,0,5,91,1,4,72,4,1,90,3,2,83,1,4,89,2,3,16,3,2,41,1,4,113
839,3,50,0,27,1,2,3,18,2,3,92,3,2,63,3,2,98,1,4,107,0,5,114,0,5,74,5,0,12,5,0,105,4,1,89
840,1,25,25,15,0,2,3,31,1,4,78,1,4,80,2,3,43,2,3,114,5,0,88,4,1,55,2,3,108,5,0,105,3,2,57
840,2,48,2,26,1,0,5,119,4,1,98,0,5,113,1,4,30,2,3,50,5,0,88,2,3,103,0,5,23,4,1,39,5,0,32
840,3,24,26,17,0,3,2,13,1,4,100,5,0,33,5,0,103,0,5,87,3,2,81,0,5,13,2,3,103,4,1,41,1,4,50
841,1,41,9,13,1,3,2,21,4,1,87,5,0,14,2,3,36,2,3,109,5,0,20,4,1,82,5,0,73,4,1,119,0,5,26
841,2,34,16,15,0,4,1,16,5,0,100,5,0,49,5,0,17,3,2,100,1,4,35,5,0,110,5,0,76,0,5,95,3,2,27
841,3,22,28,16,0,4,1,82,2,3,59,4,1,102,3,2,106,1,4,54,1,4,16,4,1,106,4,1,78,1,4,46,2,3,83
842,1,30,20,24,0,3,2,17,2,3,10,1,4,49,5,0,26,3,2,87,0,5,39,3,2,30,2,3,110,2,3,63,5,0,94
842,2,30,20,13,0,3,2,82,5,0,93,4,1,21,3,2,103,1,4,75,3,2,77,2,3,105,4,1,12,4,1,104,4,1,38
842,3,48,2,25,1,0,5,87,2,3,97,4,1,105,4,1,22,2,3,27,0,5,31,4,1,72,5,0,84,4,1,73,2,3,40
843,1,24,26,17,0,2,3,119,3,2,65,0,5,33,1,4,14,1,4,17,1,4,86,1,4,53,1,4,23,0,5,83,5,0,32
843,2,47,3,9,1,2,3,22,2,3,12,1,4,19,0,5,112,3,2,35,3,2,107,5,0,68,3,2,37,5,0,55,0,5,51
843,3,43,7,9,1,4,1,94,3,2,118,2,3,20,1,4,29,4,1,33,1,4,119,2,3,31,1,4,18,5,0,109,0,5,62
844,1,33,17,14,0,5,0,118,0,5,59,2,3,101,3,2,31,3,2,40,1,4,110,2,3,29,2,3,58,0,5,94,3,2,70
844,2,41,9,9,1,3,2,61,4,1,108,0,5,18,3,2,46,3,2,46,5,0,70,1,4,19,3,2,66,1,4,98,3,2,83
844,3,39,11,15,0,5,0,74,5,0,85,1,4,115,0,5,73,1,4,107,3,2,30,0,5,104,5,0,65,2,3,66,3,2,41
